Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2017,2018,2019,2020,2021,2022,Estimates Start After
Cabo Verde,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2018 Primary domestic currency: Cabo Verdean escudo Data last updated: 03/2022,98.741,100,101.106,101.718,103.614,105.997,2020
Cabo Verde,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,28.599,28.23,29.4,26.53,24.17,27.987,2020
Cabo Verde,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,31.572,30.88,31.236,35.641,32.716,35.123,2020
Cabo Verde,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,120.803,117.857,115.683,144.687,141.245,147.268,2020
Cabo Verde,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,127.217,125.591,124.922,158.816,154.091,159.196,2020
Cambodia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.208,24.599,27.088,25.192,26.187,28.02,2020
Cambodia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 02/2022,169.87,173.925,177.428,182.645,188.044,193.763,2020
Cambodia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,21.581,23.707,26.78,24.475,23.389,23.601,2019
Cambodia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,22.356,23.046,23.817,27.954,29.014,27.696,2019
Cambodia,General government net debt,Percent of GDP,,,,,,,,,
Cambodia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,29.969,28.458,28.588,34.267,38.729,40.861,2019
Cameroon,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",36.086,39.992,39.673,40.863,45.049,45.713,2020
Cameroon,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: Yes Base year: 1993. re-weighting of consumption basket on various occasions since 1993 Primary domestic currency: CFA franc Data last updated: 03/2022,246.383,249.011,255.118,261.369,267.381,275.135,2020
Cameroon,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,14.503,15.545,15.421,13.392,13.818,16.111,2020
Cameroon,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,19.227,17.953,18.665,16.58,16.988,17.323,2020
Cameroon,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,33.28,35.904,39.465,43.021,45.742,44.49,2020
Cameroon,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,36.539,38.335,41.597,44.852,47.143,45.158,2020
Canada,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,649.27","1,725.30","1,742.02","1,645.42","1,990.76","2,221.22",2021
Canada,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2002 Primary domestic currency: Canadian dollar Data last updated: 04/2022,130.425,133.383,135.983,136.958,141.608,149.591,2021
Canada,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,40.343,41.022,40.658,41.647,41.013,41.244,2021
Canada,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,40.455,40.662,40.654,53.007,45.72,43.402,2021
Canada,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,25.841,25.729,23.099,33.638,33.241,32.065,2021
Canada,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,88.853,88.852,87.157,117.755,112.057,101.809,2021
Central African Republic,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.072,2.279,2.278,2.388,2.583,2.645,2017
Central African Republic,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2000 Primary domestic currency: CFA franc Data last updated: 03/2022,200.55,203.783,209.391,211.235,220.243,229.016,2020
Central African Republic,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,12.8,16.637,18.339,21.755,13.666,16.537,2020
Central African Republic,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,13.866,17.609,16.916,25.116,19.689,19.007,2020
Central African Republic,General government net debt,Percent of GDP,,,,,,,,,
Central African Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,50.275,50.041,47.157,43.432,47.623,46.257,2020
Chad,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.079,11.042,10.993,10.728,11.795,12.938,2017
Chad,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2014. 2014 Period Average = 100 Primary domestic currency: CFA franc Data last updated: 04/2022,102.192,106.317,105.283,109.983,109.133,113.565,2021
Chad,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,14.649,15.277,14.174,21.152,16.271,22.57,2020
Chad,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,14.88,13.342,14.346,19.088,17.087,16.707,2020
Chad,General government net debt,Percent of GDP,,,,,,,,,
Chad,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,49.131,47.95,51.107,52.097,58.158,46.496,2020
Chile,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",276.227,295.27,278.435,252.501,316.864,317.594,2021
Chile,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2018. Seasonally adjusted CPI data, therefore base year does not equal to 100. Primary domestic currency: Chilean peso Data last updated: 03/2022",97.739,100.006,102.257,105.37,110.136,118.38,2021
Chile,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,22.876,24.146,23.733,22.12,25.895,25.358,2021
Chile,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,25.505,25.629,26.46,29.272,33.417,26.848,2021
Chile,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,4.424,5.743,7.982,13.389,19.979,20.621,2021
Chile,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,23.663,25.812,28.289,32.58,36.281,38.27,2021
China,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","12,265.33","13,841.81","14,340.60","14,862.56","17,458.04","19,911.59",2021
China,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2021 Harmonized prices: No Base year: 2015. CPI is calculated from authorities' series reported on a PY=100 basis, with weights in the basket adjusted regularly. Primary domestic currency: Chinese yuan Data last updated: 03/2022",103.592,105.772,108.843,111.447,112.397,114.738,2021
China,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,29.232,28.993,28.051,25.685,27.047,26.005,2020
China,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,32.635,33.277,34.153,36.378,33.041,33.711,2020
China,General government net debt,Percent of GDP,,,,,,,,,
China,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,51.733,53.845,57.244,68.063,73.254,77.84,2020
Colombia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",311.89,334.124,323.055,270.415,314.268,351.281,2021
Colombia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2018. Base year is December 2018 Primary domestic currency: Colombian peso Data last updated: 03/2022,95.958,99.065,102.553,105.142,108.823,117.197,2021
Colombia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,26.825,29.99,29.397,26.584,27.671,29.8,2020
Colombia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,29.32,34.658,32.879,33.56,34.503,34.439,2020
Colombia,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,38.642,43.064,43.055,54.611,56.865,55.132,2020
Colombia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,49.436,53.584,52.401,65.658,64.618,60.6,2020
Comoros,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.077,1.179,1.188,1.218,1.295,1.31,2019
Comoros,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Planning Commissariat Latest actual data: 2021 Harmonized prices: No Base year: 2000 Primary domestic currency: Comorian franc Data last updated: 03/2022,166.618,169.455,175.726,177.132,179.747,188.67,2021
